epoch,step,test/acc,test/f1,test/loss,train/acc,train/f1,train/loss,val/acc,val/f1,val/loss
0,12,,,,,,,0.17525772750377655,0.11407046020030975,2.252732276916504
0,12,,,,0.13953489065170288,0.0736975371837616,2.4353504180908203,,,
1,25,,,,,,,0.1340206116437912,0.08215922117233276,2.2477104663848877
1,25,,,,0.1550387591123581,0.09574176371097565,2.3076982498168945,,,
2,38,,,,,,,0.1649484485387802,0.12278714776039124,2.1902968883514404
2,38,,,,0.1472868174314499,0.1080997958779335,2.2918097972869873,,,
3,51,,,,,,,0.20618556439876556,0.14617961645126343,2.196725368499756
3,51,,,,0.19121447205543518,0.16090506315231323,2.248173952102661,,,
4,64,,,,,,,0.19587628543376923,0.16371075809001923,2.1662819385528564
4,64,,,,0.1860465109348297,0.1377154439687729,2.2328290939331055,,,
5,77,,,,,,,0.20618556439876556,0.1928461641073227,2.1635630130767822
5,77,,,,0.19121447205543518,0.16261443495750427,2.240248680114746,,,
6,90,,,,,,,0.22680412232875824,0.20057272911071777,2.129030227661133
6,90,,,,0.1860465109348297,0.15450888872146606,2.225522518157959,,,
7,103,,,,,,,0.25773194432258606,0.2267710268497467,2.1627814769744873
7,103,,,,0.17571058869361877,0.1453431248664856,2.221472978591919,,,
8,116,,,,,,,0.3711340129375458,0.3267386555671692,2.054798126220703
8,116,,,,0.20930232107639313,0.18609265983104706,2.1924033164978027,,,
9,129,,,,,,,0.30927833914756775,0.2782076299190521,2.111447811126709
9,129,,,,0.19896641373634338,0.18381378054618835,2.2116901874542236,,,
10,130,0.26771652698516846,0.3005002737045288,2.2241082191467285,,,,,,
